pT,y,m,weights
30.213708356835525,-0.41904330313154137,197.16053520493926,1.9502484
40.39515788369441,1.2139727181171602,193.58961896471473,1.9502484
45.542687530781556,-0.11800553203254982,215.9393966324298,0.3062944
53.646358020171604,0.19962619118940345,228.72228511137686,0.47199365
63.26578559267566,0.8891296673014892,210.11063277096156,0.36248305
59.63549537708941,0.03514025246616535,217.25396252575018,0.70723146
39.02742721707766,-1.8996326441628448,190.21710688925887,0.037614245
47.91116511617783,1.2446462550089026,197.75890573506095,0.34516436
52.840131475728235,1.4804217129065567,227.68610561919206,1.9502484
49.115721631088505,-1.9142277007604878,206.58765212568102,0.32008442
49.03775251544876,-1.0476203262276917,189.67534273321806,0.4217888
33.04982342880301,2.326267579234062,195.71611220532225,1.9502484
39.31992433746395,0.3552381463543032,217.8173283867001,0.8277486
47.567661659467994,0.10390640059740153,219.77699422713127,0.15825023
17.974517575603215,-0.36902174775452734,176.47311488436497,1.9502484
59.0470875201084,-1.033772915942298,202.97700805103116,1.8668134
36.90052990317824,-0.11385940653702187,194.82745746382716,0.4972439
59.555219465916515,1.1718650130822823,193.55821134171842,0.40178704
58.58807604918001,0.08275424468090085,224.26677490947574,0.65188533
46.019376525763775,0.7713124944823528,189.77416092233364,0.0014427218
63.006031582716915,2.0422778633572194,182.33730372794733,0.15254559
60.175170794174264,-0.5385259984908123,177.0701913038927,1.9502484
48.60142382081895,0.433162390724286,191.1599675134758,0.35068884
47.36064423289132,1.2048329170292458,178.82458208688058,0.51594704
64.06956064230792,-0.9261939968132565,175.97480122414083,1.9502484
54.55215223348431,0.29585811087238534,175.42065723532392,0.20905162
63.491668852049564,2.159556977088997,176.72806050965042,0.7637761
25.721285182119892,-0.2742754185057972,178.2616874416185,1.9502484
53.083336067214084,1.2751811918041687,203.7791598764879,0.25653046
34.648500043336895,-0.05525056493074909,151.88038450264298,1.9502484
51.716326417645604,2.079545719048689,179.56142854436249,1.9502484
59.85202229180472,-1.7100146777208158,192.7971420381189,1.4730077
71.13054160324013,0.17145181011131255,220.26974164391905,1.9502484
41.680165987190954,-1.5267401646604788,189.58960514031514,0.99505424
46.217247141678186,-0.6709644979089834,191.62688590658118,0.06562268
50.94913802216909,-0.6775006638247143,193.06517251248135,0.38940108
41.2801578839192,-0.19365193784723964,154.87887161689002,1.9502484
62.76415701668183,-1.2071204857648519,209.5000482203485,0.43135634
51.22896000097814,0.021086486684536665,208.58327454465024,0.044676922
53.341527257136505,0.6065131549292957,212.9189155043068,0.06707373
58.82190439451575,-1.5850934458837227,250.12865716662236,1.9502484
51.2111733198705,-0.5984257390324188,166.4325247342814,1.9502484
43.007069590065484,2.8950913460393255,162.26341337867518,1.9502484
51.306777378716866,0.4621608527524337,210.52908092117775,0.50302553
42.582005045352716,-1.8995153245999439,187.57523977391477,1.19476
53.18778978028135,-1.4405124512357663,173.3161784221873,1.9502484
62.96631492881976,0.3484946699101473,188.78362570793868,1.6889746
39.07523878500435,0.21073264243166157,181.39644024798213,0.42468423
35.14391898413699,-0.546187081870968,232.94509549153767,1.9502484
52.54174929511642,2.512646452576774,244.75987068851265,1.9502484
43.55420421581704,2.980601702955519,159.01765159044373,1.9502484
52.34919801853166,-0.19082169583469574,162.51592610813398,1.9502484
55.524438726706705,1.0602525525194126,178.29390389809805,0.7461186
28.419451481786066,1.115482788453103,179.83038308306175,1.9502484
59.58834370424396,1.2614604534253353,177.9442701726348,0.77706635
39.13364646749226,-0.6040938539512943,190.7268480500427,0.76266414
51.754172543788414,2.233394138942591,185.1696343841173,1.9502484
44.746794310177265,0.024543084142149882,165.220522956303,0.34089944
